action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,673700,27302111,[],CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CCCCN(C(=O)c1cn(-c2cc(OC)c(O)cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)c2ccccc12)c1ccccc1,,,CHEMBL5726419,,2017,"{'bei': '11.92', 'le': '0.22', 'lle': '1.56', 'sei': '10.03'}",CHEMBL5757201,,CHEMBL5757201,8.17,0,http://www.openphacts.org/units/Nanomolar,4274979,=,37,1,=,,IC50,nM,,6.7,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,6.7
,673701,27302114,[],CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3c(cc2-n2cc(C(=O)N(c4ccccc4)c4ccc(O)cc4)c4cc(F)ccc42)OCO3)CC1,,,CHEMBL5726419,,2017,"{'bei': '10.17', 'le': '0.19', 'lle': '0.51', 'sei': '8.28'}",CHEMBL5972946,,CHEMBL5972946,7.51,0,http://www.openphacts.org/units/Nanomolar,4274980,=,37,1,=,,IC50,nM,,31.1,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,31.1
,673702,27302117,[],CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3c(cc2-n2cc(C(=O)N(c4ccccc4)c4ccc(O)cc4)c4ccc(F)cc42)OCO3)CC1,,,CHEMBL5726419,,2017,"{'bei': '10.85', 'le': '0.20', 'lle': '1.01', 'sei': '8.83'}",CHEMBL6022916,,CHEMBL6022916,8.01,0,http://www.openphacts.org/units/Nanomolar,4274981,=,37,1,=,,IC50,nM,,9.8,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,9.8
,673703,27302120,[],CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-n2cc(C(=O)N(c3ccccc3)c3ccc4[nH]ccc4c3)c3ccccc32)c(C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)cc1O,,,CHEMBL5726419,,2017,"{'bei': '11.37', 'le': '0.21', 'lle': '0.85', 'sei': '8.71'}",CHEMBL5987519,,CHEMBL5987519,8.47,0,http://www.openphacts.org/units/Nanomolar,4274982,=,37,1,=,,IC50,nM,,3.4,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,3.4
,673704,27302123,[],CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CCCCN(CCCC)C(=O)c1cn(-c2ccc(NC(=O)CSc3ccccc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)c2ccccc12,,,CHEMBL5726419,,2017,"{'bei': '9.22', 'le': '0.17', 'lle': '-0.98', 'sei': '8.92'}",CHEMBL6043187,,CHEMBL6043187,7.24,0,http://www.openphacts.org/units/Nanomolar,4274983,=,37,1,=,,IC50,nM,,57.7,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,57.7
,673705,27302126,[],CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CCCCN(CCCC)C(=O)c1cn(-c2ccc(NC(=O)COc3ccccc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)c2ccccc12,,,CHEMBL5726419,,2017,"{'bei': '8.86', 'le': '0.16', 'lle': '-0.69', 'sei': '7.54'}",CHEMBL6055064,,CHEMBL6055064,6.81,0,http://www.openphacts.org/units/Nanomolar,4274984,=,37,1,=,,IC50,nM,,155.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,155.0
,673706,27302129,[],CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc(F)cc3)c3ccccc32)c(C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)cc1O,,,CHEMBL5726419,,2017,"{'bei': '11.50', 'le': '0.21', 'lle': '1.53', 'sei': '8.36'}",CHEMBL6020153,,CHEMBL6020153,8.51,0,http://www.openphacts.org/units/Nanomolar,4274985,=,37,1,=,,IC50,nM,,3.1,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,3.1
,673707,27302132,[],CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc4[nH]ccc4c3)c3ccccc32)c(C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)cc1O,,,CHEMBL5726419,,2017,"{'bei': '10.98', 'le': '0.20', 'lle': '1.04', 'sei': '7.11'}",CHEMBL5990271,,CHEMBL5990271,8.36,0,http://www.openphacts.org/units/Nanomolar,4274986,=,37,1,=,,IC50,nM,,4.4,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,4.4
,673708,27302135,[],CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CCCCN(C(=O)c1cn(-c2cc(OC)c(O)cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)c2ccccc12)c1ccc(O)cc1,,,CHEMBL5726419,,2017,"{'bei': '11.40', 'le': '0.21', 'lle': '1.69', 'sei': '7.86'}",CHEMBL5800065,,CHEMBL5800065,8.00,0,http://www.openphacts.org/units/Nanomolar,4274987,=,37,1,=,,IC50,nM,,10.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,10.0
,673709,27302138,[],CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-n2cc(C(=O)N(c3ccc(O)cc3)C3CCCCC3)c3ccccc32)c(C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)cc1O,,,CHEMBL5726419,,2017,"{'bei': '11.44', 'le': '0.21', 'lle': '1.49', 'sei': '8.19'}",CHEMBL5961933,,CHEMBL5961933,8.33,0,http://www.openphacts.org/units/Nanomolar,4274988,=,37,1,=,,IC50,nM,,4.7,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,4.7
,673710,27302141,[],CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)c(-n2cc(C(=O)N(c3ccc(O)cc3)c3ccc4c(ccn4C)c3)c3ccccc32)c1,,,CHEMBL5726419,,2017,"{'bei': '11.02', 'le': '0.20', 'lle': '0.74', 'sei': '9.68'}",CHEMBL5908462,,CHEMBL5908462,8.37,0,http://www.openphacts.org/units/Nanomolar,4274989,=,37,1,=,,IC50,nM,,4.3,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,4.3
,701490,27383852,[],CHEMBL5732950,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)OC(C)(C)C)CC3)n2c1CCCC2)c1ccc(O)cc1,,,CHEMBL5726583,,2017,"{'bei': '10.38', 'le': '0.19', 'lle': '1.22', 'sei': '7.32'}",CHEMBL5866497,,CHEMBL5866497,7.89,0,http://www.openphacts.org/units/Nanomolar,4292498,=,37,1,=,,IC50,nM,,13.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,13.0
,701491,27383855,[],CHEMBL5732950,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CNCC3)n2c1CCCC2)c1ccc(O)cc1,,,CHEMBL5726583,,2017,"{'bei': '9.70', 'le': '0.18', 'lle': '1.38', 'sei': '7.09'}",CHEMBL5982560,,CHEMBL5982560,6.40,0,http://www.openphacts.org/units/Nanomolar,4292499,=,37,1,=,,IC50,nM,,397.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,397.0
,701492,27383858,[],CHEMBL5732950,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(S(=O)(=O)c2ccccc2)CC3)n2c1CCCC2)c1ccc(O)cc1,,,CHEMBL5726583,,2017,"{'bei': '9.68', 'le': '0.18', 'lle': '1.62', 'sei': '6.70'}",CHEMBL5798521,,CHEMBL5798521,7.75,0,http://www.openphacts.org/units/Nanomolar,4292500,=,37,1,=,,IC50,nM,,18.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,18.0
,701493,27383861,[],CHEMBL5732950,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(S(=O)(=O)Cc2ccccc2)CC3)n2c1CCCC2)c1ccc(O)cc1,,,CHEMBL5726583,,2017,"{'bei': '9.87', 'le': '0.19', 'lle': '1.78', 'sei': '6.95'}",CHEMBL5943881,,CHEMBL5943881,8.04,0,http://www.openphacts.org/units/Nanomolar,4292501,=,37,1,=,,IC50,nM,,9.2,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,9.2
,701494,27383864,[],CHEMBL5732950,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(S(=O)(=O)c2ccc4ccccc4c2)CC3)n2c1CCCC2)c1ccc(O)cc1,,,CHEMBL5726583,,2017,"{'bei': '8.67', 'le': '0.16', 'lle': '0.10', 'sei': '6.37'}",CHEMBL5847053,,CHEMBL5847053,7.37,0,http://www.openphacts.org/units/Nanomolar,4292502,=,37,1,=,,IC50,nM,,43.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,43.0
,701495,27383867,[],CHEMBL5732950,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CN(C(=O)OC(C)(C)C)C3)n2c1CCCC2)c1ccc(O)cc1,,,CHEMBL5726583,,2017,"{'bei': '9.41', 'le': '0.17', 'lle': '0.40', 'sei': '6.51'}",CHEMBL6061142,,CHEMBL6061142,7.02,0,http://www.openphacts.org/units/Nanomolar,4292503,=,37,1,=,,IC50,nM,,95.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,95.0
,701496,27383870,[],CHEMBL5732950,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)CNC3)n2c1CCCC2)c1ccc(O)cc1,,,CHEMBL5726583,,2017,"{'bei': '8.49', 'le': '0.16', 'lle': '0.50', 'sei': '6.07'}",CHEMBL5883522,,CHEMBL5883522,5.48,0,http://www.openphacts.org/units/Nanomolar,4292504,=,37,1,=,,IC50,nM,,3300.0,CHEMBL4860,Homo sapiens,Apoptosis regulator Bcl-2,9606,,,IC50,nM,UO_0000065,,3300.0
